name,ticker,industry
Nkarta,NKTX,Medical - Biomedical and Genetics
NL Industries,NL,Chemicals - Specialty
NortonLifeLock,NLOK,Protection - Safety Equipment & Services
Nautilus,NLS,Retail - Mail Order
Nielsen Holdings Plc,NLSN,Business Information Services
NLS Pharmaceutics,NLSP,Medical - Drug Manufacturing
Neoleukin Therapeutics,NLTX,Medical - Biomedical and Genetics
Annaly Capital Management Inc,NLY,REIT - Mortgage Trusts
Navios Maritime Holdings,NM,Transportation - Shipping
New Mountain Finance,NMFC,Finance - SBIC & Commercial
NMI Holdings Inc,NMIH,"Property, Casualty and Title Insurance"
Navios Maritime Partners LP,NMM,Transportation - Shipping
North Mountain Merger,NMMC,Unclassified
Nomura Holdings Inc ADR,NMR,Finance - Investment Banks
Nemaura Medical,NMRD,Medical Instruments Manufacturing
Newmark,NMRK,Real Estate Operations
9 Meters Biopharma,NMTR,Medical - Biomedical and Genetics
Navios Maritime Acquisition,NNA,Transportation - Shipping
NN,NNBR,Metal Processing & Fabrication
Nano Dimension,NNDM,Nanotechnology Equipment and Services
Nelnet,NNI,Finance - Consumer Loands
National Retail Properties,NNN,REIT - Retail Equity Trusts
Nano-X Imaging,NNOX,Technology Services
NanoViricides,NNVC,Medical - Drug Manufacturing
North American Construction Group,NOA,Building - Heavy Construction
Natural Order Acquisition,NOAC,Unclassified
Noah Holdings,NOAH,Finance - Investment Management
Northrop Grumman,NOC,Aerospace and Defense General
NI Holdings,NODK,"Property, Casualty and Title Insurance"
Northern Oil And Gas,NOG,Oil & Gas - US Exploration and Production
Nokia,NOK,Wireless Equipment Manufacturers
Nomad Foods,NOMD,Food Items - Miscellaneous/Diversified
Inotiv,NOTV,Medical - Drug Manufacturing
NOV,NOV,Technology Services
Sunnova Energy,NOVA,Solar Equipment and Services
Novan,NOVN,Medical - Drug Manufacturing
Novanta,NOVT,Miscelleneous Electrical Components
ServiceNow,NOW,Information Technology Services
Neenah,NP,Paper & Paper Products
National Presto Industries,NPK,Diversified Operations
EnPro Industries,NPO,General Industrial Machinery
NeoPhotonics,NPTN,Semiconductors - Communication
Newpark Resources,NR,Oil & Gas - Field Services
Noble Rock Acquisition,NRAC,Unclassified
NeuroBo Pharmaceuticals,NRBO,Medical - Biomedical and Genetics
National Research,NRC,Business Information Services
NexPoint Real Estate Finance,NREF,REIT - Mortgage Trusts
NRG Energy,NRG,Utility - Electric Power Distribution
Northrim BanCorp Inc,NRIM,Banks - West
Nurix Therapeutics,NRIX,Medical - Biomedical and Genetics
Natural Resource Partners LP,NRP,Coal Mining and Production
North European Oil Royality Trust,NRT,Oil & Gas - US Royalty
New Residential Investment,NRZ,REIT - Mortgage Trusts
NuStar Energy,NS,Oil & Gas - Production and Pipelines MLP
National Storage Affiliates Trust,NSA,REIT - Other Equity Trusts
Norfolk Southern,NSC,Transportation - Rail
National Security,NSEC,"Property, Casualty and Title Insurance"
NavSight Holdings,NSH,Unclassified
Insight Enterprises,NSIT,Retail - Mail Order
Insperity,NSP,Staffing Services
InspireMD,NSPR,Medical Instruments Manufacturing
NAPCO Security Technologies,NSSC,Protection - Safety Equipment & Services
Northern Star Investment II,NSTB,Unclassified
NanoString Technologies,NSTG,Medical Products Manufacturing
Nortech Systems,NSYS,Miscelleneous Electrical Components
NetApp,NTAP,Computer Storage Devices
Bank Of N.T Butterfield & Son,NTB,Banks - Foreign
Natura &Co Holding S.A ADR,NTCO,Cosmetics and Toiletries
NetScout Systems,NTCT,Computer Networks
Intec Pharma,NTEC,Medical - Biomedical and Genetics
NetEase,NTES,Internet Software & Services
NETGEAR,NTGR,Computer Networks
Northern Technologies,NTIC,Chemicals - Diversified
Network-1 Technologies,NTIP,Internet Software & Services
Intellia Therapeutics,NTLA,Medical - Biomedical and Genetics
Nutanix,NTNX,Information Technology Services
Nam Tai Property,NTP,Real Estate Development
Nutrien,NTR,Fertilizer Manufacturers
Natera,NTRA,Medical Services
Northern Trust,NTRS,Banks - Major Regional
NETSTREIT,NTST,REIT - Other Equity Trusts
Natus Medical,NTUS,Medical Instruments Manufacturing
NetSol Technologies,NTWK,Computer Software
"Natuzzi, S.p.A",NTZ,Furniture Manufacturing
Nuance Communications,NUAN,Computer Software
Nucor,NUE,Steel Producers
NeuroMetrix,NURO,Medical Products Manufacturing
Nu Skin Enterprises,NUS,Cosmetics and Toiletries
NuVasive,NUVA,Medical Products Manufacturing
Nuvation Bio,NUVB,Medical - Biomedical and Genetics
Nuzee,NUZE,Beverages - Soft Drinks
Novavax,NVAX,Medical - Biomedical and Genetics
Neovasc,NVCN,Medical Instruments Manufacturing
NovoCure,NVCR,Medical Services
NVIDIA,NVDA,Semiconductor - General
NVE,NVEC,Semiconductors
NV5 Global,NVEE,Consulting Services
Nova Lifestyle,NVFY,Furniture Manufacturing
Navigator Holdings,NVGS,Transportation - Shipping
InVivo Therapeutics Holdings,NVIV,Medical Products Manufacturing
Nova Measuring Instruments,NVMI,Electrical Measuring Instruments
Novo Nordisk,NVO,Large Cap Pharmaceutical
Novo Integrated Sciences,NVOS,Medical - Outpatient & Home Care
NVR,NVR,Building - Residential and Commercial
Nevro,NVRO,Medical Instruments Manufacturing
Novartis AG,NVS,Large Cap Pharmaceutical
Envista Holdings,NVST,Medical Products Manufacturing
NVent Electric,NVT,Miscelleneous Electrical Components
Invitae,NVTA,Medical Information Systems
Nuvve Holding,NVVE,Auto & Truck Original Equipment Manufacturers
Northwest Bancshares,NWBI,Finance - Savings & Loans
NorthWestern,NWE,Utility - Electric Power Distribution
Norwood Financial,NWFL,Banks - Northeast
NatWest Group,NWG,Banks - Foreign
New Home,NWHM,Building & Construction Products - Misc.
Newell Brands,NWL,Consumer Products - Misc. Discretionary
National Western Life,NWLI,Life Insurance Providers
Northwest Natural Gas,NWN,Utility - Natural Gas Distribution
Northwest Pipe,NWPX,Metal Processing & Fabrication
News,NWS,Movie & TV Production and Distribution
News,NWSA,Movie & TV Production and Distribution
Quanex Building Products,NX,Building & Construction Products - Misc.
NexGen Energy,NXE,Mining - Miscellaneous
"NEXTGEN HEALTHCARE, INC",NXGN,Medical Information Systems
NXP Semiconductors,NXPI,Semiconductor - Analog & Mixed
NexPoint Residential Trust,NXRT,REIT - Residential Equity Trusts
Nexstar Media,NXST,Broadcasting - Radio & TV
NextCure,NXTC,Medical - Biomedical and Genetics
NXT-ID,NXTD,Internet Software
Novus Capital II,NXU,Unclassified
New York City REIT,NYC,REIT - Retail Equity Trusts
New York Community Bancorp,NYCB,Finance - Savings & Loans
New York Mortgage Trust,NYMT,REIT - Mortgage Trusts
Nymox Pharmaceutical,NYMX,Medical - Biomedical and Genetics
New York Times,NYT,Newspaper Publishing
Realty Income,O,REIT - Retail Equity Trusts
Oaktree Acquisition II,OACB,Unclassified
Oasis Petroleum,OAS,Oil & Gas - US Exploration and Production
Optibase,OBAS,Real Estate Development
Ocean Bio-Chem,OBCI,Soap and Cleaning Preparations
Oblong,OBLG,Internet Software
OBALON THERPTCS,OBLN,Medical Instruments Manufacturing
Origin Bancorp,OBNK,Banks - Southeast
ObsEva SA,OBSV,Medical - Biomedical and Genetics
Owens Corning Inc,OC,Building & Construction Products - Misc.
Omnichannel Acquisition,OCA,Unclassified
OCA Acquisition,OCAX,Unclassified
Optical Cable,OCC,Fiber Optic Manufacturers
OFS Credit,OCCI,Finance - Investment Management
Ortho Clinical Diagnostics Holdings,OCDX,Medical Services
OceanFirst Financial,OCFC,Finance - Savings & Loans
OneConnect Financial Technology,OCFT,Technology Services
Oriental Culture Holding,OCG,Internet Commerce
Ocugen,OCGN,Medical - Biomedical and Genetics
Ocwen Financial,OCN,Finance - Mortgages and Related Services
Oaktree Specialty Lending,OCSL,Finance - Miscellaneous Services
Ocular Therapeutix,OCUL,Medical - Drug Manufacturing
Ocuphire Pharma,OCUP,Medical - Biomedical and Genetics
OncoCyte,OCX,Medical Services
Oil-Dri Of America,ODC,Chemicals - Diversified
Old Dominion Freight Line,ODFL,Transportation - Truck
ODP,ODP,Retail - Miscellaneous & Diversified
Odonate Therapeutics,ODT,Medical - Drug Manufacturing
Orion Engineered Carbons S.A,OEC,Chemicals - Diversified
Orbital Energy,OEG,Other Alternate Energy
One Equity Partners Open Water I,OEPW,Unclassified
Orion Energy Systems,OESX,Building Products - Lighting Fixtures
Corporate Office Properties Trust,OFC,REIT - Other Equity Trusts
Oconee Federal Financial,OFED,Finance - Savings & Loans
OFG Bancorp,OFG,Banks - Northeast
ORTHOFIX MEDICAL INC,OFIX,Medical Instruments Manufacturing
Omega Flex,OFLX,Steel - Pipe & Tubes
OFS Capital,OFS,Finance - SBIC & Commercial
OGE Energy,OGE,Utility - Electric Power Distribution
Oragenics,OGEN,Medical - Biomedical and Genetics
Organigram Holdings,OGI,Medical Products Manufacturing
ONE Gas,OGS,Utility - Natural Gas Distribution
Omega Healthcare Investors,OHI,REIT - Other Equity Trusts
O-I Glass,OI,Glass Products Manufacturing
Oceaneering,OII,Oil & Gas - Field Services
O2Micro,OIIM,Semiconductors
Oil States,OIS,Oil Field Machinery & Equipment
ONEOK,OKE,Utility - Natural Gas Distribution
Okta,OKTA,Internet Software & Services
OLB,OLB,Internet Commerce
Universal Display,OLED,Miscelleneous Electrical Components
Olink Holding AB (publ),OLK,Medical Information Systems
Ollie's Bargain Outlet Holdings,OLLI,Consumer Products - Misc. Discretionary
Olema Pharmaceuticals,OLMA,Medical - Biomedical and Genetics
Olin,OLN,Chemicals - Diversified
Olo,OLO,Internet Software
One Liberty Properties,OLP,REIT - Other Equity Trusts
Outset Medical,OM,Medical Information Systems
Grupo Aeroportuario Del Centro Norte S.A.B De C.V,OMAB,Transportation - Services
Omnicom Group,OMC,Advertising and Marketing Services
Omnicell,OMCL,Medical Information Systems
Omega Alpha SPAC,OMEG,Unclassified
Omeros,OMER,Medical Products Manufacturing
Odyssey Marine Exploration,OMEX,Transportation - Shipping
OneMain Holdings,OMF,Finance - Consumer Loands
Owens & Minor,OMI,Medical Products Manufacturing
Oasis Midstream Partners LP,OMP,Oil & Gas - Production and Pipelines MLP
ON Semiconductor,ON,Semiconductor - Analog & Mixed
Old National Bancorp,ONB,Banks - Midwest
Oncorus,ONCR,Medical - Biomedical and Genetics
OncoSec Medical,ONCS,Medical - Biomedical and Genetics
Oncternal Therapeutics,ONCT,Medical - Drug Manufacturing
Oncolytics Biotech,ONCY,Medical - Biomedical and Genetics
Ondas Holdings,ONDS,Communications Network Software
OneSmart Education Group,ONE,Schools
1Life Healthcare,ONEM,Medical Information Systems
OneWater Marine,ONEW,Leisure & Recreation Products
ON24,ONTF,Internet Software
Onto Innovation,ONTO,Nanotechnology Equipment and Services
Onconova Therapeutics,ONTX,Medical - Drug Manufacturing
Organovo Holdings,ONVO,Medical - Biomedical and Genetics
Ooma,OOMA,Communication Components Manufacturers
OP Bancorp,OPBK,Banks - Southwest
Option Care Health,OPCH,Medical - Outpatient & Home Care
Opendoor Technologies,OPEN,Technology Services
OpGen,OPGN,Medical Services
OptimumBank Holdings,OPHC,Banks - Southeast
Office Properties Income Trust,OPI,REIT - Residential Equity Trusts
OPKO Health,OPK,Medical Instruments Manufacturing
Opiant Pharmaceuticals,OPNT,Medical - Drug Manufacturing
Old Point Financial,OPOF,Banks - Southeast
Opera,OPRA,Internet Content
Oportun Financial,OPRT,Finance - Miscellaneous Services
OptimizeRx,OPRX,Computer Software
Opthea,OPT,Medical - Biomedical and Genetics
OptiNose,OPTN,Medical - Drug Manufacturing
Ocean Power Technologies,OPTT,Other Alternate Energy
Oppenheimer Holdings,OPY,Finance - Investment Banks
Osisko Gold Royalties,OR,Gold Miners
Ormat Technologies,ORA,Other Alternate Energy
Orange,ORAN,Wireless - Non-US Providers
ORBCOMM,ORBC,Satellite Communication
Orchid Island Capital,ORC,Finance - Mortgages and Related Services
Owl Rock Capital,ORCC,Finance - Miscellaneous Services
Oracle,ORCL,Computer Software
Organogenesis Holdings,ORGO,Medical - Drug Manufacturing
Orgenesis,ORGS,Medical - Biomedical and Genetics
Old Republic,ORI,Multi-Line Insurance Providers
Oric Pharmaceuticals,ORIC,Medical - Biomedical and Genetics
Orla Mining,ORLA,Gold Miners
O'Reilly Automotive,ORLY,Retail & Wholesale Auto Parts
Oramed Pharmaceuticals,ORMP,Medical Products Manufacturing
Orions,ORN,Building - Heavy Construction
Orphazyme,ORPH,Medical - Biomedical and Genetics
Orrstown Financial Services Inc,ORRF,Banks - Northeast
Orchard Therapeutics,ORTX,Medical - Biomedical and Genetics
Old Second Bancorp,OSBC,Banks - Midwest
Oscar Health,OSCR,Multi-Line Insurance Providers
Overseas Shipholding,OSG,Transportation - Shipping
Oak Street Health,OSH,Medical - Outpatient & Home Care
OSI Systems,OSIS,Miscelleneous Electrical Components
Oshkosh,OSK,Auto & Truck Original Equipment Manufacturers
OSMOTICA PHARM,OSMT,Medical - Biomedical and Genetics
Ossen Innovation,OSN,Building & Construction Products - Misc.
ONESPAN INC,OSPN,Internet Software
One Stop Systems,OSS,Internet Software
Overstock,OSTK,Internet Commerce
Oyster Enterprises Acquisition,OSTR,Unclassified
OraSure Technologies,OSUR,Medical Products Manufacturing
OneSpaWorld Holdings,OSW,Leisure & Recreation Services
Open Text,OTEX,Computer Software
Otonomy,OTIC,Medical - Drug Manufacturing
Otis Worldwide,OTIS,Building & Construction Products - Misc.
Oncobiologics,OTLK,Medical - Biomedical and Genetics
OTR Acquisition,OTRA,Unclassified
Ontrak,OTRK,Medical - Outpatient & Home Care
Otter Tail,OTTR,Utility - Electric Power Distribution
Ouster,OUST,Miscelleneous Electrical Components
OUTFRONT Media,OUT,REIT - Other Equity Trusts
Ohio Valley Banc,OVBC,Banks - Midwest
OVID THERAPEUTC,OVID,Medical - Biomedical and Genetics
Oak Valley Bancorp (CA),OVLY,Banks - West
Ovintiv,OVV,Oil & Gas - Canadian Exploration & Production
Oxbridge Re Holdings,OXBR,Insurance Brokers
Oxford Industries,OXM,Textile - Apparel Manufacturing
Oxford Square Capital,OXSQ,Finance - SBIC & Commercial
Occidental Petroleum,OXY,Oil & Gas - US Integrated
OYSTER PT PHARM,OYST,Medical - Biomedical and Genetics
Bank OZK,OZK,Banks - Northeast
Ozon Holdings,OZON,Consumer Products - Misc. Discretionary
Plains All American Pipeline,PAA,Oil & Gas - Production and Pipelines MLP
Pan American Silver,PAAS,Silver Miners
"Grupo Aeroportuario Del Pacifico, S.A De C.V",PAC,Transportation - Services
Pacific Biosciences Of California,PACB,Medical Instruments Manufacturing
Pacific Drilling S.A,PACD,Oil & Gas - Drilling
TPG Pace Tech Opportunities,PACE,Unclassified
Ranpak Holdings Corp,PACK,Paper & Paper Products
PacWest Bancorp,PACW,Banks - West
Pioneer Merger,PACX,Unclassified
PAE,PAE,Technology Services
Penske Automotive,PAG,Retail and Wholesale Auto & Truck
Plainss,PAGP,Oil & Gas - Production and Pipelines
PagSeguro Digital,PAGS,Financial Transaction Services
Phibro Animal Health,PAHC,Medical Products Manufacturing
Petra Acquisition,PAIC,Unclassified
Pampa Energia S.A,PAM,Utility - Electric Power Distribution
Panacea Acquisition II,PANA,UNCLASSIFIED
Pangaea Logistics Solutions,PANL,Transportation - Shipping
Palo Alto Networks,PANW,Security
Provident Acquisition,PAQC,Unclassified
PAR Technology,PAR,Computers - Integrated Systems
Par Pacific Holdings,PARR,Oil Refining & Marketing
Passage Bio,PASG,Medical - Biomedical and Genetics
Patriot Transportation Holding,PATI,Transportation - Truck
Patrick Industries,PATK,Building - Mobile Home & RV Manufacturing
PAVmed,PAVM,Medical Instruments Manufacturing
Patria Investments,PAX,Finance - Investment Management
Paya Holdings,PAYA,Internet Software
Paycom Software,PAYC,Internet Software
Paysign,PAYS,Financial Transaction Services
Paychex,PAYX,Outsourcing Services
Prosperity Bancshares,PB,Banks - Southwest
Pembina Pipeline,PBA,Oil & Gas - Production and Pipelines
People's United Financial,PBCT,Finance - Savings & Loans
PBF Energy,PBF,Oil Refining & Marketing
Pioneer Bancorp,PBFS,Banks - Northeast
PBF Logistics LP,PBFX,Oil & Gas - Production and Pipelines MLP
Prestige Consumer Healthcare,PBH,Consumer Products - Misc. Discretionary
Pathfinder Bancorp,PBHC,Finance - Savings & Loans
Pitney Bowes,PBI,Office Automation & Equipment
Prudential Bancorp,PBIP,Finance - Savings & Loans
Panbela Therapeutics,PBLA,Medical - Biomedical and Genetics
Potbelly,PBPB,Retail - Food & Restaurants
Petroleo Brasileiro S.A.- Petrobras,PBR,Emerging Markets Integrated
Petroleo Brasileiro S.A.- Petrobras,PBR.A,Emerging Markets Integrated
Permian Basin Royalty Trust,PBT,Oil & Gas - US Royalty
Powerbridge Technologies,PBTS,Internet Software
Puma Biotechnology,PBYI,Medical - Biomedical and Genetics
PACCAR,PCAR,Auto Manufacturers - Domestic
PCB Bancorp,PCB,Banks - Southwest
Pacific Gas & Electric,PCG,Utility - Electric Power Distribution
Potlatch,PCH,Building Products - Wood
Points,PCOM,Internet Content
Periphas Capital Partnering,PCPC,Unclassified
Pacira BioSciences,PCRX,Medical - Drug Manufacturing
Heatwurx,PCSA,Medical - Drug Manufacturing
PCSB FINANCIAL,PCSB,Banks - Northeast
PureCycle Technologies,PCT,Technology Services
PCTEL,PCTI,Wireless Equipment Manufacturers
Paylocity Holding,PCTY,Internet Software
Vaxcyte,PCVX,Medical - Biomedical and Genetics
Park City,PCYG,Computer Software
Pure Cycle,PCYO,Utility - Water Supply
PagerDuty,PD,Internet Software
Peridot Acquisition,PDAC,Unclassified
PDC Energy,PDCE,Oil & Gas - US Exploration and Production
Patterson,PDCO,Medical & Dental Supplies
Pinduoduo,PDD,Internet Commerce
Pro-Dex,PDEX,Medical & Dental Supplies
PDF Solutions,PDFS,Computer - Services
PDL Community Bancorp,PDLB,Banks - Northeast
PDL BioPharma,PDLI,Medical - Biomedical and Genetics
Piedmont Office Realty Trust,PDM,REIT - Other Equity Trusts
Precision Drilling,PDS,Oil & Gas - Drilling
PDS Biotechnology,PDSB,Medical - Biomedical and Genetics
Healthpeak Properties,PEAK,REIT - Other Equity Trusts
Pebblebrook Hotel Trust,PEB,REIT - Other Equity Trusts
Peoples Bancorp Of North Carolina,PEBK,Banks - Southeast
Peoples Bancorp,PEBO,Banks - Midwest
Pedevco,PED,Oil Field Machinery & Equipment
Public Service Enterprise Group,PEG,Utility - Electric Power Distribution
Pegasystems,PEGA,Computer Software
